Hugtök: is,Orðaflokkur: is,Kyn,Tala: is,Skilgreining: is,Skýring: is,Dæmi: is,Samheiti: is,Heimild: is,Sérsvið: is,Vísun/sjá einnig: is,Hugtak: en,Skilgreining: en,Skýring: en,Dæmi: en,Samheiti: en,Heimild: en,Sérsvið: en,Vísun/sjá einnig: en,id
upphafsástand,na,hk,Eintala,,,,,,,,initial state,,,,,,,,5841
upphafsgildisverkefni,na,hk,Eintala,,,,"byrjunargildisverkefni, Cauchy-verkefni",,,,Cauchy problem,,,,initial value problem,,,,5843
upphafsgildi,na,hk,Eintala,,,,byrjunargildi,,,,initial value,,,,,,,,5842
upphafsgrannmynstur,na,hk,Eintala,,,,,,,,initial topology,,,,,,,,5844
upphafshlutur,na,kk,Eintala,,,,,,,,coterminal object,,,,initial object,,,,5845
upphafshnútur,na,kk,Eintala,,,,upphafsendi,,,,initial vertex,,,,initial end-point,,,,5846
upphafsliður,na,kk,Eintala,,,,,,,,first term,,,,initial term,,,,5847
upphafspunktur,na,kk,Eintala,,,,,,,,(of a vector) base,,,,"origin, point of application",,,,5848
upphafspunktur,na,kk,Eintala,,,,,,,vertex,initial point,,,,,,,,5849
upphafspunktur,na,kk,Eintala,,,,,,,initial point,(of a ray) vertex,,,,,,,,5850
upphafsskilyrði,na,hk,Eintala,,,,byrjunarskilyrði,,,,initial condition,,,,,,,,5851
upphafsstúfur,na,kk,Eintala,,,,,,,,initial segment,,,,segment,,,,5852
upphafs-,pref,,,,,,,,,,coterminal,,,,initial,,,,5840
upphaf,na,,Eintala,,,,"upphafspunktur, hnitmiðja, hnitamiðja",,,,(of a coordinate system) origin,,,,,,,,5839
upphenging,na,,Eintala,,,,hengirúm,,,,suspension,,,,,,,,5853
upphæð,na,kvk,Eintala,,,,,,,,amount,,,,,,,,5838
uppleysing,na,kvk,Eintala,,,,,,,,resolution,,,,,,,,5854
upplýsingafræði,na,kvk,Eintala,,,,,,,coding theory,information theory,,,,,,,,5855
upplýsingamagn,na,hk,Eintala,,,,,,,,information content,,,,information volume,,,,5856
upplýsingar,na,kvk,Fleirtala,,,,,,,,information,,,,,,,,5857
uppröðun,na,kvk,Eintala,,,,,,,"order, order, ordering",arrangement,,,,,,,,5858
uppsafnaður,ls,kk,Eintala,,,,hlaðinn,,,,cumulative,,,,,,,,5859
uppspretta,na,kvk,Eintala,,,,lind,,,,(of a transportation network or vector   field) source,,,,,,,,5862
uppsprettulaus,ls,,,,,,,,,,solenoidal,,,,,,,,5863
uppsprettulaust svið,na,hk,Eintala,,,,,,,,solenoidal field,,,,"source-free field, zero-divergence field",,,,5864
uppsprettustyrkur,na,kk,Eintala,,,,lindarstyrkur,,,,source strength,,,,,,,,5865
uppstokkanagrúpa,na,kvk,Eintala,,,,umraðanagrúpa,,,"symmetric group, alternating group",group of permutations,,,,"permutation group, substitution group",,,,5867
uppstokkanaútsetning,na,kvk,Eintala,,,,umraðanaútsetning,,,,permutation representation,,,,,,,,5868
uppstokka,sag,,,,,,"stokka upp, umraða",,,,permute,,,,,,,,5866
uppstokkun með endurtekningu,na,kvk,Eintala,,,,umröðun með endurtekningu,,,,permutation with repetition,,,,,,,,5869
uppstokkun,na,kvk,Eintala,,,,umröðun,,,arrangement,permutation,,,,,,,,5870
uppsöfnuð áhrif,na,hk,Fleirtala,,,,,,,,cumulative effect,,,,,,,,5860
uppsöfnuð skekkja,na,kvk,Eintala,,,,heildarskekkja,,,,accumulated error,,,,,,,,5861
utanverð víxlhorn,na,hk,Fleirtala,,,,ytri víxlhorn,,,,alternate-exterior angles,,,,exterior alternate angles,,,,5888
úffeldi,na,hk,Eintala,,,,,,,cap product,cup product,,,,,,,,5750
úfur,na,kk,Eintala,,,,,,,cap,(the symbol \(\cup\)) cup,,,,,,,,5751
úrkynjaður,ls,kk,Eintala,,,,,,,,degenerate,,,,,,,,5871
úrkynjun,na,kvk,Eintala,,,,,,,,degeneracy,,,,,,,,5872
úrskurðanleg fullyrðing,na,kvk,Eintala,,,,úrskurðanleg yrðing,,,,decidable proposition,,,,,,,,5873
úrskurðanleg kenning,na,kvk,Eintala,,,,,,,,decidable theory,,,,,,,,5874
úrtak,na,hk,Eintala,,,,,,,,sample,,,,,,,,5875
úrtaka án skila,na,kvk,Eintala,,,,,,,,sampling without replacement,,,,,,,,5876
úrtaka með skilum,na,kvk,Eintala,,,,,,,,sampling with replacement,,,,,,,,5877
úrtaka,na,kvk,Eintala,,,,"úrtakskönnun, könnun (með úrtaki)",,,,sampling,,,,,,,,5878
úrtakseinkenni,na,hk,Eintala,,,,,,,,sample characteristic,,,,,,,,5879
úrtakshögun,na,kvk,Eintala,,,,,,,,sample design,,,,sampling design,,,,5880
úrtaksmeðaltal,na,hk,Eintala,,,,meðaltal,,,,sample mean,,,,,,,,5881
úrtaksmiðtala,na,kvk,Eintala,,,,,,,,sample median,,,,,,,,5882
úrtakssamfylgni,na,,Eintala,,,,úrtakssamvik,,,,sample covariance,,,,,,,,5883
úrtaksskekkja,na,kvk,Eintala,,,,,,,,sampling error,,,,,,,,5884
úrtaksspönn,na,kvk,Eintala,,,,,,,,sample range,,,,,,,,5885
úrtaksstærð,na,kvk,Eintala,,,,stærð úrtaks,,,,sample size,,,,,,,,5886
útbreiddur,ls,kk,Eintala,,,,,,,,etale,,,,étale,,,,5889
útbreiðsla,na,kvk,Eintala,,,,,,,,etale mapping,,,,,,,,5890
útbreiðsla,na,kvk,Eintala,,,,,,,,propagation,,,,,,,,5891
útbreiðslutala,na,kvk,Eintala,,,,,,,,concentration measure,,,,measure of concentration,,,,5892
útbreitt rúm,na,hk,Eintala,,,,,,,,etale space,,,,,,,,5893
útflötur,na,,Eintala,,,,hlið,,,,(of a convex set) face,,,,,,,,5894
útgeisli,na,kk,Eintala,,,,,,,,exradius,,,,,,,,5895
útgildi,na,,Eintala,,,,,,,"maximum, minimum",extremum,,,,"extreme, extreme value",,,,6673
útgildispunktur,na,kk,Eintala,,,,,,,,extremum point,,,,,,,,5896
útgildisverkefni,na,hk,Eintala,,,,,,,,extreme value problem,,,,,,,,5897
úthjólferill,na,kk,Eintala,,,,,,,"cardioid, nephroid",epicycloid,,,,pericycloid,,,,5898
úthluta,sag,,,,,,,,,,assign,,,,,,,,5899
úthlutun,na,kvk,Eintala,,,,,,,,allocation,,,,assignment,,,,5900
úthlutunarverkefni,na,hk,Eintala,<ref idTerm=4271>Rúmfræði</ref> í þrem <ref idTerm=6087>víddum</ref>.,,,,,,,allocation problem,,,,assignment problem,,,,5901
úthorn,na,hk,Eintala,Tvö <ref idTerm=2198>horn</ref> sem samanlagt <ref idTerm=2223>mælast</ref> 360 <ref idTerm=1667>gráður</ref>.,,,fyllihorn,,,,conjugate angle,,,,"explement, explementary angle",,,,5902
útilokun,na,kvk,Eintala,,,,,,,,exclusion,,,,,,,,5903
útinnritaður,ls,kk,Eintala,,,,,,,,escribed,,,,,,,,5904
útinnritaður hringur,na,kk,Eintala,,,,"úthringur, utanverður snertihringur",,,,escribed circle,,,,excircle,,,,5905
útinnrituð kúla,na,kvk,Eintala,,,,"útkúla, utanverð snertikúla",,,,escribed sphere,,,,exsphere,,,,5906
útkomandi,na,kk,Eintala,,,,,,,,eliminant,,,,resultant,,,,5908
útkoma,na,kvk,Eintala,,,,niðurstaða,,,solution,outcome,,,,result,,,,5907
útkomurúm,na,hk,Eintala,,,,,,,,sample space,,,,,,,,5909
útliður,na,kk,Eintala,,,,,,,,(of a proportion) extreme,,,,extreme term,,,,5910
útlína,na,,Eintala,,,,myndjaðar,,,,contour,,,,,,,,5911
útmengi,na,hk,Eintala,,,,útsvæði,,,,exterior,,,,,,,,5912
útmiðja,na,kvk,Eintala,,,,úthringsmiðja,,,,excenter,,,,,,,,5913
útpunktur,na,kk,Eintala,,,,,,,,(of a curve) bending point,,,,turning point,,,,5915
útpunktur,na,kk,Eintala,,,,,,,,(of a convex set) extreme point,,,,extremal point,,,,5916
útreikningur,na,kk,Eintala,,,,,,,,evaluation,,,,,,,,5917
útreikningur,na,kk,Eintala,,,,reikningur,,,,calculation,,,,computation,,,,5918
útrýma,sag,,,,,,eyða,,,,eliminate,,,,,,,,5919
útrýmingaraðferð,na,kvk,Eintala,,,,eyðingaraðferð,,,Gauss elimination method,elimination method,,,,,,,,5921
útrýming,na,kvk,Eintala,,,,eyðing,,,,elimination,,,,,,,,5920
útsetning,na,kvk,Eintala,,,,,,,,(of a group) representation,,,,,,,,5922
útsetningafræði,na,kvk,Eintala,,,,,,,,representation theory,,,,,,,,5923
útsetningarrúm,na,hk,Eintala,,,,,,,,representation space,,,,,,,,5924
útslag,na,,Eintala,,,,"sveifluhæð, ölduhæð",,,,(of an oscillation) amplitude,,,,,,,,5925
útstig,na,hk,Eintala,,,,,,,,out-degree,,,,"outer demidegree, out-valence",,,,5928
útstæður þvervigur,na,kk,Eintala,,,,"útstæður þverill, ytri þvervigur, ytri þverill",,,,outward normal,,,,,,,,5926
útstætt horn,na,hk,Eintala,,,,,,,,salient angle,,,,,,,,5927
útsveifarferill,na,kk,Eintala,,,,,,,,epitrochoid,,,,,,,,5929
úttak,na,hk,Eintala,,,,,,,,output,,,,,,,,5930
útvíkkanlegur,ls,kk,Eintala,,,,framlengjanlegur,,,,extendible,,,,,,,,5932
útvíkka,sag,,,,,,framlengja,,,,extend,,,,,,,,5931
útvíkkuð rauntalnalína,na,kvk,Eintala,,,,,,,,extended real number system,,,,,,,,5933
útvíkkuð tvinntalnaslétta,na,kvk,Eintala,,,,,,,Riemann sphere,closed complex plane,,,,extended complex plane,,,,5934
útvíkkun,na,kvk,Eintala,,,,,,,,(of a module by a module) extension,,,,,,,,5935
útvíkkun grunnbaugsins,na,kvk,Eintala,,,,víkkun grunnbaugsins,,,,extension of the base ring,,,,,,,,5936
útvíkkun,na,kvk,Eintala,,,,víkkun,,,"field extension, extension field, extension ring, ring extension",(of a field or ring) extension,,,,,,,,5937
útör,na,kvk,Eintala,,,,,,,"entering arc, incoming arc",outgoing arc,,,,,,,,5914
út-,pref,,,,,,útgildis-,,,,extremal,,,,,,,,5887
vafningstala,na,kvk,Eintala,,,,,,,,(of a point with respect to a curve) index,,,,winding number,,,,5949
val,na,hk,Eintala,,,,,,,"option, axiom of choice",choice,,,,,,,,5950
val,na,hk,Eintala,,,,,,,"choice, sampling",selection,,,,,,,,5951
valfall,na,,Eintala,,,,valvörpun,,,,choice function,,,,,,,,5953
valfrumsenda,na,kvk,Eintala,,,,"valfrumsetning, frumsenda um val, frumsetning um val",,,multiplicative axiom,axiom of choice,,,,,,,,5954
valstund,na,kvk,Eintala,,,,,,,,optional time,,,,,,,,5955
valtari,na,kk,Eintala,,,,,,,roulette,moving curve,,,,,,,,5956
valúrtaka,na,kvk,Eintala,,,,,,,,optional sampling,,,,,,,,5957
val,na,hk,Eintala,,,,valfrelsi,,,choice,option,,,,,,,,5952
vanalegur,ls,kk,Eintala,,,,,,,,(in non-standard analysis) standard,,,,,,,,5960
vanaleg tala,na,kvk,Eintala,,,,,,,,standard number,,,,,,,,5959
vanákvarðað kerfi,na,hk,Eintala,,,,,,,,underdetermined system,,,,underdeterminate system,,,,5958
vanhorn,na,hk,Eintala,,,,,,,angular excess,angular defect,,,,defect,,,,5961
varðveisla,na,kvk,Eintala,,,,rækni,,,,preservation,,,,,,,,5962
varðveita,sag,,,,,,rækja,,,,preserve,,,,,,,,5963
varfærið próf,na,hk,Eintala,,,,,,,,conservative test,,,,,,,,5964
varpanarúm,na,hk,Eintala,,,,,,,function space,mapping space,,,,,,,,5966
varparíki,na,hk,Eintala,,,,,,,,functor category,,,,,,,,5967
varpgildi,na,hk,Eintala,,,,,,,,value of a mapping,,,,,,,,5968
varphnit,na,hk,Fleirtala,,,,,,,,projective coordinates,,,,,,,,5969
varpi,na,kk,Eintala,,,,,,,,functor,,,,,,,,5970
varpkeilusnið,na,hk,Eintala,,,,,,,,projective conic,,,,,,,,5971
varplína,na,kvk,Eintala,,,,,,,,projective line,,,,,,,,5972
varpmótull,na,kk,Eintala,,,,,,,,projective module,,,,,,,,5973
varpmótun,na,kvk,Eintala,,,,línuleg varpmótun,,,"collineation, collineatory transformation, homography",linear projective mapping,,,,"projective collineation, projective mapping, projective transformation",,,,5974
varpmyndun,na,kvk,Eintala,,,,,,,,projectivity,,,,,,,,5975
varpóháður,ls,kk,Eintala,,,,,,,,projectively independent,,,,,,,,5976
varprúm,na,hk,Eintala,,,,,,,,projective space,,,,,,,,5977
varprúmfræði,na,kvk,Eintala,,,,,,,,projective geometry,,,,,,,,5978
varpslétta,na,kvk,Eintala,,,,,,,,projective plane,,,,,,,,5979
varp-,pref,,,,,,,,,,projective,,,,,,,,5965
vaxtarfall,na,hk,Eintala,,,,,,,,growth function,,,,,,,,5980
vaxtarhraði,na,kk,Eintala,,,,,,,,growth rate,,,,rate of growth,,,,5981
vaxtarregla,na,kvk,Eintala,,,,,,,,growth law,,,,,,,,5982
vaxtarröð,na,,Eintala,,,,vaxtarraðstig,,,,growth order,,,,"order, order of growth",,,,5983
vaxtavextir,na,kk,Fleirtala,,,,,,,,compound interest,,,,,,,,5984
veðfé,na,hk,Eintala,,,,,,,bet,stake,,,,,,,,5985
veðmál,na,hk,Eintala,,,,,,,stake,bet,,,,,,,,5986
vefja Arkimedesar,na,,Eintala,,,,"kuðungur Arkimedesar, kuðungslína Arkimedesar, snigill Arkimedesar",,,,Archimedean spiral,,,,,,,,5987
vefja,na,,Eintala,,,,"kuðungslína, kuðungsferill, kuðungur, snigill",,,"Archimedean spiral, Cornu spiral, equiangular spiral, Fermat spiral, hyperbolic spiral, lituus, logarithmic spiral, logistic spiral, loxodromic spiral, parabolic spiral, reciprocal spiral, sine spiral",spiral,,,,,,,,5988
vefur,na,kk,Eintala,,,,,,,,web,,,,,,,,5989
vegið meðaltal,na,hk,Eintala,,,,,,,,weighted average,,,,weighted mean,,,,5990
veikt grannmynstur,na,hk,Eintala,,,,gróft grannmynstur,,,,weak topology,,,,,,,,5995
veikt markgildi,na,hk,Eintala,,,,,,,,weak limit,,,,,,,,5996
veikur,ls,kk,Eintala,,,,,,,,weak,,,,,,,,5997
veik lausn,na,kvk,Eintala,,,,,,,distribution solution,weak solution,,,,,,,,5991
veik lokun,na,kvk,Eintala,,,,,,,,weak closure,,,,,,,,5992
veik ójafna,na,kvk,Eintala,,,,,,,,weak inequality,,,,,,,,5993
veik samleitni,na,kvk,Eintala,,,,,,,,weak convergence,,,,,,,,5994
veldaraðaaðferð,na,kvk,Eintala,,,,,,,,power series method,,,,,,,,6002
veldaraðabaugur,na,kk,Eintala,,,,,,,,power series ring,,,,,,,,6003
veldaraðarframsetning,na,kvk,Eintala,,,,,,,,power series representation,,,,,,,,6004
veldaraðarliðun,na,kvk,Eintala,,,,,,,,power series expansion,,,,,,,,6005
veldaröð,na,kvk,Eintala,,,,,,,,power series,,,,,,,,6006
veldi,na,hk,Eintala,"Fyrir tvær <ref idTerm=3475>náttúrulegar tölur</ref> \(n\) og \(m\) er \textit{\(n\) í \(m\)-ta veldi}, táknað \(n^m\), endurtekin <ref idTerm=3141>margföldun</ref> \(n\) með sjálfri sér \(m\) sinnum, þ.e.\n\n\[ n^m = n \cdot n \cdot \ldots \cdot n \;\; (m\, \text{sinnum}). \]  \n\nÞessi skilgreining útvíkkast í <ref idTerm=1896>heiltölur</ref> með því að skilgreina \(n^{-m}=\frac{1}{n^m}\). Auk þess má \(n\) í <ref idTerm=1363>formúlunni</ref> að ofan vera <ref idTerm=4039>ræð tala</ref> tala án þess að neitt breytist. Til þess að útvíkka skilgreininguna í ræð veldi er hægt að skilgreina\n\n\[ \left(\frac{a}{b}\right)^\frac{c}{d} = \sqrt[d]{\left(\frac{a}{b}\right)^c} \] fyrir \(a,b,c,d \in \mathbb{Z}\), \(b,d\neq0\) að því gefnu að <ref idTerm=4250>\(d\)-ta rótin</ref> er til.",,,,,,power exponent,(of a number) power,,,,,,,,6007
veldisfall,na,hk,Eintala,"<ref idTerm=1078>Fall</ref> sem varpar sérhverju <ref idTerm=5128>staki</ref> \(x\) í \(n\)-ta <ref idTerm=6007>veldi</ref> þess \(x^n\), þar sem \(n \geq 2\) er <ref idTerm=3475>náttúruleg tala</ref>.",,,,,,,(a function \(f(x)=x^n\)) power function,,,,,,,,6009
veldisfrumsenda,na,kvk,Eintala,,,,"veldisfrumsetning, frumsenda um veldismengi, frumsetning um veldismengi",,,,axiom of power set,,,,power set axiom,,,,6010
veldisleif,na,kvk,Eintala,,,,,,,,power residue,,,,,,,,6011
veldisleifatákn,na,hk,Eintala,,,,,,,,power residue symbol,,,,,,,,6012
veldismengi,na,hk,Eintala,"<ref idTerm=3270>Mengið</ref> sem samanstendur af öllum <ref idTerm=2098>hlutmengjum</ref> í tilteknu mengi \(X\), táknað með \(\mathcal{P}(X)\).","Almennt gildir að ef fjöldi <ref idTerm=5128>staka</ref> í mengi \(X\) er \(n\), þar sem \(n\) er <ref idTerm=3475>náttúruleg tala</ref>, er fjöldi staka í veldismengi þess \(2^n\). Dæmi um veldismengi fæst með því að setja \(X = \{1,2,3\}\). Hlutmengjunum í \(X\) má þá skipta í fjóra hópa eftir fjölda staka:\n\n\(\varnothing\) er það hlutmengi í \(X\) sem hefur ekkert stak.\n\(\{1\}\), \(\{2\}\) og \(\{3\}\) eru þau hlutmengi í \(X\) sem hafa eitt stak.\n\(\{1,2\}\), \(\{1,3\}\) og \(\{2,3\}\) eru þau hlutmengi í \(x\) sem hafa tvö stök.\n\(\{1,2,3\}\) er það hlutmengi í \(X\) sem hefur þrjú stök.\nVeldismengið \(\mathcal{P}(X)\) er þá mengið sem samanstendur af öllum framantöldum mengjum, þ.e. \[ \mathcal{P}(X) = \{ \varnothing,\{1\},\{2\},\{3\},\{1,2\},\{1,3\},\{2,3\},\{1,2,3\} \}. \]",,,,,,power set,,,,,,,,6013
veldisstofn,na,kk,Eintala,,,,,,,,(of a power) base,,,,radix,,,,6014
veldisvísajafna,na,kvk,Eintala,,,,,,,,exponential equation,,,,,,,,6015
veldisvísaregla,na,kvk,Eintala,,,,,,,,exponential law,,,,"law of exponentiation, law of exponents",,,,6016
veldisvísir,na,kk,Eintala,,,,,,,power,exponent,,,,power exponent,,,,6017
veldisvísisdreifing,na,kvk,Eintala,,,,vísisdreifing,,,,exponential distribution,,,,,,,,6019
veldisvísisfall,na,hk,Eintala,,,,vísisfall,,,exp,exponential function,,,,,,,,6020
veldisvísisferill,na,kk,Eintala,,,,vísisferill,,,,exponential curve,,,,,,,,6021
veldisvísisgerð,na,kvk,Eintala,,,,,,,,exponential type,,,,,,,,6022
veldisvísisvöxtur,na,kk,Eintala,,,,vísisvöxtur,,,,exponential growth,,,,,,,,6023
veldisvísis-,pref,,,,,,,,,,exponential,,,,,,,,6018
veldi af frumtölu,na,hk,Eintala,,,,,,,,prime power,,,,,,,,6008
vellauðugur,ls,kk,Eintala,,,,,,,ample,very ample,,,,,,,,6025
velraða,sag,,,,,,,,,,well-order,,,,,,,,6026
velraðaður,ls,kk,Eintala,,,,,,,,well-ordered,,,,,,,,6028
velraðað mengi,na,hk,Eintala,,,,,,,,well-ordered set,,,,,,,,6027
velröðun,na,kvk,Eintala,,,,,,,,well-ordering,,,,,,,,6029
velröðunarlögmál,na,,Eintala,,,,velröðunarsetning,,,,well-ordering principle,,,,well-ordering theorem,,,,6030
veltibraut,na,kvk,Eintala,,,,,,,,(of a roulette) base line,,,,base curve,,,,6031
veltiferill,na,kk,Eintala,,,,,,,"base curve, base line, cycloid, epicycloid, trochoid, moving curve",roulette,,,,,,,,6032
veltilína,na,kvk,Eintala,,,,veltibraut,,,,(of a cycloid) base line,,,,,,,,6033
vel framsett verkefni,na,hk,Eintala,,,,,,,,properly posed problem,,,,well-posed problem,,,,5998
vel skilgreindur,ls,kk,Eintala,,,,,,,,well-defined,,,,,,,,5999
vendiaðferð,na,kvk,Eintala,,,,,,,,pivoting,,,,,,,,6036
vendidálkur,na,kk,Eintala,,,,,,,,pivotal column,,,,,,,,6037
vendifylki,na,hk,Eintala,,,,,,,,pivotal matrix,,,,,,,,6038
vendilína,na,kvk,Eintala,,,,,,,,pivotal row,,,,,,,,6039
vendistak,na,hk,Eintala,,,,,,,,pivotal element,,,,,,,,6040
vendistuðull,na,kk,Eintala,,,,,,,,pivot,,,,,,,,6041
vendi-,pref,,,,,,,,,,pivotal,,,,,,,,6035
venjulegt grannmynstur,na,hk,Eintala,,,,,,,,usual topology,,,,,,,,6044
venjulegt innfeldi,na,hk,Eintala,,,,,,,,standard inner product,,,,,,,,6045
venjulegt róf,na,hk,Eintala,,,,,,,,essential spectrum,,,,,,,,6046
venjulegur,ls,kk,Eintala,,,,,,,,ordinary,,,,,,,,6047
venjulegur,ls,kk,Eintala,,,,,,,,usual,,,,,,,,6048
venjulegur punktur,na,kk,Eintala,,,,,,,"regular point, simple point",ordinary point,,,,,,,,6049
venjuleg deildajafna,na,kvk,Eintala,,,,"venjuleg diffurjafna, venjuleg afleiðujafna",,,,ordinary differential equation,,,,,,,,6042
venjuleg firð,na,kvk,Eintala,,,,,,,,usual metric,,,,,,,,6043
Venn-mynd,na,kvk,Eintala,"Myndræn <ref idTerm=1416>framsetning</ref> í <ref idTerm=4884>sléttu</ref> á innbyrðis afstöðu ólíkra <ref idTerm=3270>mengja</ref> þar sem <ref idTerm=3016>lokaðir ferlar</ref> (eins og <ref idTerm=2295>hringir</ref>, <ref idTerm=5002>sporbaugar</ref>, <ref idTerm=1127>ferhyrningar</ref> o.s.frv.) eru notaðir til að tákna mengi og <ref idTerm=5335>svæðið</ref> sem er innan ferlanna táknar <ref idTerm=5128>stökin</ref> í menginu.","Eftirfarandi mynd er dæmi um Venn-mynd:\n\n\begin{center}\n\includegraphics[width=150px]{myndir/venn.png}\n\end{center}\n\nHringurinn táknar mengið \(A\) og svæðið innan hans táknar stökin í \(A\), <ref idTerm=4175>rétthyrningurinn</ref> táknar mengið \(B\) og svæðið innan hans táknar stökin í \(B\). Bláa svæðið samanstendur af þeim stökum sem eru í \(A\) en ekki í \(B\) (þau eru innan hringsins en utan rétthyrningsins), gula svæðið samanstendur af þeim stökum sem eru í \(B\) en ekki í \(A\) (þau eru innan rétthyrningsins en utan hringsins) og græna svæðið samanstendur af þeim stökum sem eru bæði í \(A\) og í \(B\) (þau eru innan bæði hringsins og rétthyrningsins).",,,,,,Venn diagram,,,,,,,,6050
vensl,na,hk,Fleirtala,\textit{Vensl} milli tveggja <ref idTerm=3270>mengja</ref> \(X\) og \(Y\) eru <ref idTerm=2098>hlutmengi</ref> í <ref idTerm=3279>faldmenginu</ref> \(X \times Y\).,,,,,,predicate,(on a set) relation,,,,,,,,6051
venslarit,na,hk,,,,,vensl,,,relation,(of a logical relation) graph,,,,,,,,6052
venslastæða,na,kvk,Eintala,,,,,,,,(in a group) relation,,,,,,,,6053
venslatenging,na,kvk,Eintala,,,,,,,,(of relations) join,,,,,,,,6054
vera á eftir,sag,,,,,,,,,,follow,,,,,,,,6055
vera jafn,sag,,,,,,,,,,equal,,,,,,,,6056
vera ósamleitinn,sag,,,,,,,,,,diverge,,,,,,,,6057
vera samleitinn,sag,,,,,,,,,tend,converge,,,,,,,,6058
vera samur,sag,,,,,,,,,,equal,,,,,,,,6059
vera til,sag,,,,,,,,,,exist,,,,,,,,6060
vera víxlinn,sag,,,,,,,,,,commute,,,,,,,,6061
verka,sag,,,,,,,,,,act,,,,operate,,,,6062
verka frá hægri,sag,,,,,,,,,,act on the right,,,,,,,,6063
verka frá vinstri,sag,,,,,,,,,,act on the left,,,,,,,,6064
verka frjálslega,sag,,,,,,"verka án kyrrapunkta, verka án fastapunkta",,,,act freely,,,,,,,,6065
verka samfellt,sag,,,,,,verka með samfelldum hætti,,,,act continuously,,,,operate continuously,,,,6066
verka tryggilega,sag,,,,,,,,,,act effectively,,,,"act faithfully, operate effectively, operate faithfully",,,,6067
verkefni,na,hk,Eintala,,,,,,,"allocation problem, assignment problem, boundary problem, boundary value problem, Cauchy problem, construction problem, decidability problem, decision problem, dancing problem, Delian problem, Delic problem, dual problem, eigenvalue problem, extreme value problem, ill-posed problem, initial value problem, isoperimetric problem, mal-posed problem, many body problem, marriage problem, mixed boundary value problem, moduli problem, not-well posed problem, optimization problem, packing problem, proper value problem, well-posed problem",problem,,,,,,,,6068
verkröðun,na,kvk,Eintala,,,,,,,,scheduling,,,,,,,,6069
verkröðunarverkefni,na,hk,Eintala,,,,,,,,scheduling problem,,,,,,,,6070
verkun,na,kvk,Eintala,,,,,,,external composition,action,,,,operation,,,,6071
verkun frá hægri,na,kvk,Eintala,,,,,,,,right action,,,,right operation,,,,6072
verkun frá vinstri,na,kvk,Eintala,,,,,,,,left action,,,,left operation,,,,6073
verulegur sérstöðupunktur,na,kk,Eintala,,,,,,,inessential singular point,(in complex analysis) essential singular point,,,,essential singularity,,,,6074
vextir,na,kk,Fleirtala,,,,,,,,interest,,,,,,,,6075
vélarmál,na,hk,Eintala,,,,,,,,machine language,,,,,,,,6000
vélbúnaður,na,kk,Eintala,,,,,,,,hardware,,,,,,,,6001
vélheildun,na,kvk,Eintala,,,,véltegrun,,,,mechanical quadrature,,,,,,,,6024
vélvit,na,,Eintala,,,,"tölvuvit, gervigreind",,,,artificial intelligence,,,,,,,,6034
viðbót,na,kvk,Eintala,,,,,,,,(of a logarithm) mantissa,,,,,,,,6082
viðbótarskilyrði,na,,Eintala,,,,"viðbótarkrafa, viðbótarforsenda",,,,additional condition,,,,,,,,6083
viðbótarupplýsingar,na,kvk,Fleirtala,,,,fylgiupplýsingar,,,,ancillary information,,,,"concomitant information, supplemental information, supplementary information",,,,6084
viðbætið fall,na,hk,Eintala,,,,samleggjandi fall,,,,additive function,,,,,,,,6079
viðbætið mengjafall,na,hk,Eintala,,,,samleggjandi mengjafall,,,,additive set function,,,,,,,,6080
viðbætinn,ls,,,,,,samleggjandi,,,,additive,,,,,,,,6081
viðfangskenning,na,kvk,Eintala,,,,,,,,object theory,,,,,,,,6090
viðfangsmál,na,hk,Eintala,,,,,,,,object language,,,,,,,,6091
viðfangssetning,na,kvk,Eintala,,,,,,,,object theorem,,,,,,,,6092
viðkennd tala,na,kvk,Eintala,,,,,,,,concrete number,,,,denominate number,,,,6103
viðmið,na,hk,Eintala,,,,,,,,control,,,,,,,,6104
viðmiðun,na,kvk,Eintala,,,,,,,,criterion,,,,,,,,6105
viðtaka,na,kvk,Eintala,,,,viðtekt,,,,acceptance,,,,,,,,6107
viðtökulíkindi,na,hk,Fleirtala,,,,,,,,acceptance probability,,,,chance of acceptance,,,,6108
viðtökumark,na,hk,Eintala,,,,,,,,acceptance limit,,,,,,,,6109
viðtökupróf,na,hk,Eintala,,,,,,,,acceptance inspection,,,,,,,,6110
viðunandi,ls,,,,,,,,,,acceptable,,,,,,,,6111
viðunandi gæðamörk,na,hk,Fleirtala,,,,,,,,acceptable quality level,,,,,,,,6112
viðureign,na,kvk,Eintala,,,,,,,,party,,,,play,,,,6113
viðvörunarmörk,na,kvk,Fleirtala,,,,,,,,attention limit,,,,warning limit,,,,6114
viguralgebra,na,kvk,Eintala,,,,,,,,vector algebra,,,,,,,,6117
vigurbundin,na,,Eintala,,,,,,,"bundle, line bundle, fibre bundle",vector bundle,,,,,,,,6118
vigurfall,na,hk,Eintala,,,,,,,,vector function,,,,,,,,6119
vigurgildur,ls,kk,Eintala,,,,,,,,vector-valued,,,,vector valued,,,,6120
vigurgilt fall,na,hk,Eintala,,,,vigurfall,,,,vector-valued function,,,,,,,,6121
vigurgreining,na,kvk,Eintala,,,,,,,,vector analysis,,,,,,,,6122
vigursamlagning,na,kvk,Eintala,,,,vigrasamlagning,,,,vector addition,,,,,,,,6123
